"Date","Julian","Month","Day","waterYear","Q","GenConc","GenFlux","frost","frost_out_days","season"
2007-11-07,57653,11,312,2008,15.1778296536111,0.0022,2.88500186055839,"warm",NA,"fall"
2007-11-08,57654,11,313,2008,10.9303026983095,0.0018,1.69988067564109,"warm",NA,"fall"
2007-11-09,57655,11,314,2008,11.581590164789,0.001,1.00064939023777,"warm",NA,"fall"
2007-11-10,57656,11,315,2008,8.94812345250204,0.001,0.773117866296177,"warm",NA,"fall"
2007-11-11,57657,11,316,2008,9.51446037987559,4e-04,0.3288197507285,"warm",NA,"fall"
2007-11-12,57658,11,317,2008,14.0734726452326,0.000886512524084778,1.07795316303619,"warm",NA,"fall"
2007-11-13,57659,11,318,2008,19.9633766899175,0.001,1.72483574600888,"warm",NA,"fall"
2007-11-14,57660,11,319,2008,59.1822089105357,0.000599999999999999,3.06800570992217,"warm",NA,"fall"
2007-11-15,57661,11,320,2008,98.2594568993104,0.00162919726885086,13.8312609539724,"warm",NA,"fall"
2007-11-16,57662,11,321,2008,84.3842021786585,0.00151141299672607,11.0194024225983,"warm",NA,"fall"
2007-11-17,57663,11,322,2008,56.3505242736679,0.000917973753020207,4.46932531458621,"warm",NA,"fall"
2007-11-18,57664,11,323,2008,42.475269553016,0.000654657284532704,2.40250273563215,"warm",NA,"fall"
2007-11-19,57665,11,324,2008,37.3782372066541,0.000534816384180792,1.72717865308063,"warm",NA,"fall"
2007-11-20,57666,11,325,2008,34.2633841060996,0.0059,17.4661026819253,"warm",NA,"fall"
2007-11-21,57667,11,326,2008,41.9089326256425,0.0104,37.6576905000973,"warm",NA,"fall"
2007-11-22,57668,11,327,2008,410.594272345822,0.012,425.704141568148,"warm",NA,"fall"
2007-11-23,57669,11,328,2008,741.901374859347,0.105057922243467,6734.24210467825,"warm",NA,"fall"
2007-11-24,57670,11,329,2008,611.643881563431,0.140025781129752,7399.80682178281,"warm",NA,"fall"
2007-11-25,57671,11,330,2008,416.257641619557,0.145026971428571,5215.84575247444,"warm",NA,"fall"
2007-11-26,57672,11,331,2008,305.821940781715,0.147776935229068,3904.71227722317,"warm",NA,"fall"
2007-11-27,57673,11,332,2008,566.336927373547,0.1451,7099.96217718831,"warm",NA,"fall"
2007-11-28,57674,11,333,2008,583.327035194754,0.1307,6587.20887839605,"warm",NA,"fall"
2007-11-29,57675,11,334,2008,430.416064803896,0.1333,4957.15346827424,"warm",NA,"fall"
2007-11-30,57676,11,335,2008,300.15857150798,0.1303,3379.16118535112,"warm",NA,"fall"
2007-12-01,57677,12,336,2008,201.049609217609,0.1273,2211.2883578939,"warm",NA,"fall"
2007-12-02,57678,12,337,2008,154.893149636665,0.1089,1457.3834492054,"warm",NA,"fall"
2007-12-03,57679,12,338,2008,234.746656396335,0.119021222410866,2414.00165769982,"warm",NA,"fall"
2007-12-04,57680,12,339,2008,421.921010893293,0.0713,2599.16844182617,"warm",NA,"fall"
2007-12-05,57681,12,340,2008,370.950687429673,0.1064,3410.13483151349,"warm",NA,"fall"
2007-12-06,57682,12,341,2008,269.576377429808,0.107,2492.17969406309,"warm",NA,"fall"
2007-12-07,57683,12,342,2008,201.615946144983,0.115,2003.25604089655,"warm",NA,"fall"
2007-12-08,57684,12,343,2008,155.742655027725,0.123,1655.10834351064,"warm",NA,"fall"
2007-12-09,57685,12,344,2008,115.249564720517,0.0976,971.858089444819,"warm",NA,"fall"
2007-12-10,57686,12,345,2008,168.48523589363,0.11564441878368,1683.45018822673,"warm",NA,"fall"
2007-12-11,57687,12,346,2008,379.445741340277,0.0981641476274165,3218.22441528665,"warm",NA,"fall"
2007-12-12,57688,12,347,2008,954.277722624427,0.117448591201186,9683.58880542946,"warm",NA,"fall"
2007-12-13,57689,12,348,2008,1268.59471731675,0.142282533916525,15595.1024451504,"warm",NA,"fall"
2007-12-14,57690,12,349,2008,1197.80260139505,0.144675136569377,14972.4508268146,"frost_in",NA,"frost"
2007-12-15,57691,12,350,2008,1008.07973072491,0.151128748792937,13163.0251727212,"frost",NA,"frost"
2007-12-16,57692,12,351,2008,798.535067596701,0.151506284067776,10452.938180203,"frost",NA,"frost"
2007-12-17,57693,12,352,2008,574.83198128415,0.146952478314746,7298.46584043393,"frost",NA,"frost"
2007-12-18,57694,12,353,2008,455.901226535705,0.143,5632.75083409395,"frost",NA,"frost"
2007-12-19,57695,12,354,2008,342.633841060996,0.1373,4064.5693190311,"frost",NA,"frost"
2007-12-20,57696,12,355,2008,274.107072848797,0.1249,2957.98810165759,"frost",NA,"frost"
2007-12-21,57697,12,356,2008,222.287243994117,0.1227,2356.52931400995,"frost",NA,"frost"
2007-12-22,57698,12,357,2008,201.332777681296,0.1155,2009.14005503719,"frost",NA,"frost"
2007-12-23,57699,12,358,2008,546.515134915473,0.1023,4830.49425328009,"frost",NA,"frost"
2007-12-24,57700,12,359,2008,883.485606702733,0.1073,8190.54768377117,"frost",NA,"frost"
2007-12-25,57701,12,360,2008,733.406320948743,0.1078,6830.88780081092,"frost",NA,"frost"
2007-12-26,57702,12,361,2008,577.663665921018,0.1167,5824.51342384171,"frost",NA,"frost"
2007-12-27,57703,12,362,2008,399.267533798351,0.1253,4322.43837949824,"frost",NA,"frost"
2007-12-28,57704,12,363,2008,325.64373323979,0.1274,3584.47780351433,"frost",NA,"frost"
2007-12-29,57705,12,364,2008,317.148679329186,0.1253,3433.42623052343,"frost",NA,"frost"
2007-12-30,57706,12,365,2008,373.782372066541,0.1105,3568.57506259368,"frost",NA,"frost"
2007-12-31,57707,12,366,2008,328.475417876657,0.093,2639.36567772252,"frost",NA,"frost"
2008-01-01,57708,1,1,2008,266.178355865567,0.0973,2237.68690782218,"frost",NA,"frost"
2008-01-02,57709,1,2,2008,213.22585315614,0.0909,1674.62467648357,"frost",NA,"frost"
2008-01-03,57710,1,3,2008,169.901078212064,0.0882,1294.72776849347,"frost",NA,"frost"
2008-01-04,57711,1,4,2008,149.22978036293,0.089,1147.51731907878,"frost",NA,"frost"
2008-01-05,57712,1,5,2008,110.435700837842,0.0894,853.023022983623,"frost",NA,"frost"
2008-01-06,57713,1,6,2008,142.433737234447,0.0847,1042.34148378066,"frost",NA,"frost"
2008-01-07,57714,1,7,2008,230.78229790472,0.0724541864139021,1444.70680992726,"frost",NA,"frost"
2008-01-08,57715,1,8,2008,501.208180725589,0.0768707317073171,3328.83990058198,"frost",NA,"frost"
2008-01-09,57716,1,9,2008,1033.56489245672,0.109371198568873,9766.84876589089,"frost",NA,"frost"
2008-01-10,57717,1,10,2008,1311.06998686976,0.131339581831291,14877.6811626554,"frost",NA,"frost"
2008-01-11,57718,1,11,2008,1234.61450167433,0.135604562737643,14465.0326736823,"frost",NA,"frost"
2008-01-12,57719,1,12,2008,1107.18869301528,0.134078803418803,12826.1262342227,"frost",NA,"frost"
2008-01-13,57720,1,13,2008,843.842021786585,0.138579329608939,10103.5349287232,"frost",NA,"frost"
2008-01-14,57721,1,14,2008,645.624097205844,0.124190486257928,6927.58401740607,"frost",NA,"frost"
2008-01-15,57722,1,15,2008,543.683450278605,0.1116,5242.32631161438,"frost",NA,"frost"
2008-01-16,57723,1,16,2008,424.75269553016,0.1187,4356.12772449476,"frost",NA,"frost"
2008-01-17,57724,1,17,2008,305.821940781715,0.1251,3305.51926201088,"frost",NA,"frost"
2008-01-18,57725,1,18,2008,198.217924580741,0.1149,1967.78069576587,"frost",NA,"frost"
2008-01-19,57726,1,19,2008,124.59412402218,0.1111,1195.98398025387,"frost",NA,"frost"
2008-01-20,57727,1,20,2008,79.2871698322966,0.0965,661.064707193756,"frost",NA,"frost"
2008-01-21,57728,1,21,2008,65.1287466479579,0.0970195911413969,545.941241683474,"frost",NA,"frost"
2008-01-22,57729,1,22,2008,53.802008100487,0.0866,402.559537089788,"frost",NA,"frost"
2008-01-23,57730,1,23,2008,48.1386388267515,0.0885,368.087287924873,"frost",NA,"frost"
2008-01-24,57731,1,24,2008,45.3069541898838,0.084,328.8197507285,"frost",NA,"frost"
2008-01-25,57732,1,25,2008,43.8911118714499,0.0897,340.159628292686,"frost",NA,"frost"
2008-01-26,57733,1,26,2008,42.475269553016,0.0942,345.701121859651,"frost",NA,"frost"
2008-01-27,57734,1,27,2008,42.475269553016,0.0755,277.074678348234,"frost",-45,"frost"
2008-01-28,57735,1,28,2008,41.0594272345822,0.0777062639821029,275.665653358075,"frost",-44,"frost"
2008-01-29,57736,1,29,2008,39.6435849161483,0.083,284.292076150683,"frost",-43,"frost"
2008-01-30,57737,1,30,2008,38.2277425977144,0.0853,281.735404725748,"frost",-42,"frost"
2008-01-31,57738,1,31,2008,36.8119002792806,0.0891,283.386843205969,"frost",-41,"frost"
2008-02-01,57739,2,32,2008,45.3069541898838,0.0869,340.171861170318,"frost",-40,"frost"
2008-02-02,57740,2,33,2008,53.802008100487,0.0913,424.407456539233,"frost",-39,"frost"
2008-02-03,57741,2,34,2008,49.5544811451854,0.083,355.365095188353,"frost",-38,"frost"
2008-02-04,57742,2,35,2008,45.3069541898838,0.0659462277091907,258.147882819298,"frost",-37,"frost"
2008-02-05,57743,2,36,2008,433.247749440764,0.109953535353535,4115.84731790179,"frost",-36,"frost"
2008-02-06,57744,2,37,2008,1648.04045865702,0.1586617076326,22591.950919327,"frost",-35,"frost"
2008-02-07,57745,2,38,2008,2330.47645614215,0.164555803658871,33133.8320192346,"frost",-34,"frost"
2008-02-08,57746,2,39,2008,2551.34785781783,0.15691462770639,34589.7042559759,"frost",-33,"frost"
2008-02-09,57747,2,40,2008,2256.85265558359,0.140170073458959,27332.0526976587,"frost",-32,"frost"
2008-02-10,57748,2,41,2008,1758.47615949486,0.134003021841927,20359.3926996834,"frost",-31,"frost"
2008-02-11,57749,2,42,2008,1087.36690055721,0.141130794543814,13259.0264805749,"frost",-30,"frost"
2008-02-12,57750,2,43,2008,756.059798043685,0.145802289138116,9524.32553779813,"frost",-29,"frost"
2008-02-13,57751,2,44,2008,586.158719831621,0.1481,7500.39319357025,"frost",-28,"frost"
2008-02-14,57752,2,45,2008,436.079434077631,0.1455,5482.04178167672,"frost",-27,"frost"
2008-02-15,57753,2,46,2008,281.186284440966,0.1364,3313.76911468541,"frost",-26,"frost"
2008-02-16,57754,2,47,2008,211.243673910333,0.1288,2350.78720124984,"frost",-25,"frost"
2008-02-17,57755,2,48,2008,209.544663128212,0.105983248332679,1918.79055957066,"frost",-24,"frost"
2008-02-18,57756,2,49,2008,546.515134915473,0.119949284785436,5663.87420177034,"frost",-23,"frost"
2008-02-19,57757,2,50,2008,676.772628211389,0.122658601398601,7172.23542116524,"frost",-22,"frost"
2008-02-20,57758,2,51,2008,555.010188826076,0.115636144578313,5545.0862010025,"frost",-21,"frost"
2008-02-21,57759,2,52,2008,379.445741340277,0.11894,3899.34228744108,"frost",-20,"frost"
2008-02-22,57760,2,53,2008,294.495202234244,0.1235,3142.38160592028,"frost",-19,"frost"
2008-02-23,57761,2,54,2008,239.56052027901,0.1245,2576.90460453726,"frost",-18,"frost"
2008-02-24,57762,2,55,2008,198.784261508115,0.1218,2091.91015166588,"frost",-17,"frost"
2008-02-25,57763,2,56,2008,163.105035083582,0.110419164345404,1556.05723267307,"frost",-16,"frost"
2008-02-26,57764,2,57,2008,131.67333561435,0.1026,1167.23671782039,"frost",-15,"frost"
2008-02-27,57765,2,58,2008,110.435700837842,0.0955,911.227054753199,"frost",-14,"frost"
2008-02-28,57766,2,59,2008,89.7644029887072,0.0925,717.397108685748,"frost",-13,"frost"
2008-02-29,57767,2,60,2008,77.8713275138627,0.0866,582.651961577324,"frost",-12,"frost"
2008-03-01,57768,3,61,2008,72.491126703814,0.0812,508.574547793414,"frost",-11,"frost"
2008-03-02,57769,3,62,2008,68.2435997485124,0.081,477.596008479989,"frost",-10,"frost"
2008-03-03,57770,3,63,2008,229.649624049973,0.10459552238806,2075.35585481815,"frost",-9,"frost"
2008-03-04,57771,3,64,2008,869.327183518395,0.102873031283711,7726.77986796301,"frost",-8,"frost"
2008-03-05,57772,3,65,2008,940.119299440088,0.113957185929648,9256.32142292257,"frost",-7,"frost"
2008-03-06,57773,3,66,2008,824.020229328511,0.113880204778157,8107.74078830854,"frost",-6,"frost"
2008-03-07,57774,3,67,2008,685.267682121992,0.1201,7110.77604101435,"frost",-5,"thaw"
2008-03-08,57775,3,68,2008,512.53491927306,0.1186,5251.96581918782,"frost",-4,"thaw"
2008-03-09,57776,3,69,2008,416.257641619557,0.1133,4074.79600473084,"frost",-3,"thaw"
2008-03-10,57777,3,70,2008,322.812048602922,0.10958487394958,3056.42744544011,"frost",-2,"thaw"
2008-03-11,57778,3,71,2008,248.055574189614,0.1113,2385.38177919107,"frost",-1,"thaw"
2008-03-12,57779,3,72,2008,220.021896284623,0.0986,1874.37533532455,"frost_out",0,"thaw"
2008-03-13,57780,3,73,2008,455.901226535705,0.0916347826086956,3609.48180539264,"warm",1,"thaw"
2008-03-14,57781,3,74,2008,920.297506982014,0.0975736297828335,7758.44077561871,"warm",2,"thaw"
2008-03-15,57782,3,75,2008,982.594568993104,0.106236806883365,9019.09809827398,"warm",3,"thaw"
2008-03-16,57783,3,76,2008,804.198436870437,0.0963410256410257,6694.03891241345,"warm",4,"thaw"
2008-03-17,57784,3,77,2008,665.445889663918,0.0845002773925104,4858.30329980892,"warm",5,"thaw"
2008-03-18,57785,3,78,2008,555.010188826076,0.092,4411.66498894071,"warm",6,"thaw"
2008-03-19,57786,3,79,2008,673.940943574521,0.0789988416988417,4599.98385832612,"warm",7,"thaw"
2008-03-20,57787,3,80,2008,993.921307540575,0.070469165085389,6051.52552633596,"warm",8,"thaw"
2008-03-21,57788,3,81,2008,991.089622903707,0.0756864761904762,6481.04381106015,"warm",9,"thaw"
2008-03-22,57789,3,82,2008,880.653922065866,0.0812369905956113,6181.20066685129,"warm",10,"thaw"
2008-03-23,57790,3,83,2008,690.931051395727,0.0948,5659.22278128801,"warm",11,"thaw"
2008-03-24,57791,3,84,2008,529.525027094267,0.0755160577740017,3454.93231535495,"warm",12,"thaw"
2008-03-25,57792,3,85,2008,424.75269553016,0.0705,2587.25361901331,"warm",13,"thaw"
2008-03-26,57793,3,86,2008,348.297210334731,0.0687,2067.38078543966,"warm",14,"thaw"
2008-03-27,57794,3,87,2008,252.019932681228,0.06845,1490.4660434714,"warm",15,"thaw"
2008-03-28,57795,3,88,2008,521.029973183663,0.0611142857142857,2751.1811694881,"warm",16,"thaw"
2008-03-29,57796,3,89,2008,883.485606702733,0.067598933901919,5160.03999530068,"warm",17,"thaw"
2008-03-30,57797,3,90,2008,801.366752233569,0.0797289566236811,5520.28046646157,"warm",18,"thaw"
2008-03-31,57798,3,91,2008,645.624097205844,0.0658763450228708,3674.70913961765,"warm",19,"thaw"
2008-04-01,57799,4,92,2008,659.782520390182,0.0667869303525365,3807.20297408718,"warm",20,"thaw"
2008-04-02,57800,4,93,2008,756.059798043685,0.0600595338457724,3923.30295619481,"warm",21,"spring"
2008-04-03,57801,4,94,2008,617.307250837166,0.055307003058104,2949.81817045026,"warm",22,"spring"
2008-04-04,57802,4,95,2008,583.327035194754,0.0620044965786901,3124.99288725038,"warm",23,"spring"
2008-04-05,57803,4,96,2008,605.980512289695,0.0582287934186472,3048.66841528881,"warm",24,"spring"
2008-04-06,57804,4,97,2008,546.515134915473,0.0546,2578.15235805565,"warm",25,"spring"
2008-04-07,57805,4,98,2008,464.396280446309,0.0525396196513471,2108.09122060171,"warm",26,"spring"
2008-04-08,57806,4,99,2008,348.297210334731,0.0654,1968.07428482902,"warm",27,"spring"
2008-04-09,57807,4,100,2008,266.461524329254,0.0635,1461.91450708002,"warm",28,"spring"
2008-04-10,57808,4,101,2008,212.093179301393,0.0588,1077.50122066845,"warm",29,"spring"
2008-04-11,57809,4,102,2008,218.039717038816,0.0546,1028.58928274759,"warm",30,"spring"
2008-04-12,57810,4,103,2008,489.881442178118,0.05354112,2266.1684134357,"warm",31,"spring"
2008-04-13,57811,4,104,2008,543.683450278605,0.0517031027466938,2428.7144795797,"warm",32,"spring"
2008-04-14,57812,4,105,2008,455.901226535705,0.0515843525179856,2031.90073197119,"warm",33,"spring"
2008-04-15,57813,4,106,2008,345.465525697864,0.0583,1740.15130880322,"warm",34,"spring"
2008-04-16,57814,4,107,2008,288.831832960509,0.053,1322.61872949276,"warm",35,"spring"
2008-04-17,57815,4,108,2008,224.269423239925,0.0565,1094.79361648802,"warm",36,"spring"
2008-04-18,57816,4,109,2008,156.592160418786,0.0403,545.241375205379,"warm",37,"spring"
2008-04-19,57817,4,110,2008,158.85750812828,0.0451,619.010520472981,"warm",38,"spring"
2008-04-20,57818,4,111,2008,128.841650977482,0.0332,369.579698995888,"warm",39,"spring"
2008-04-21,57819,4,112,2008,119.497091675818,0.0333148191916805,343.960473868839,"warm",40,"spring"
2008-04-22,57820,4,113,2008,120.063428603192,0.0336,348.54893577221,"warm",41,"spring"
2008-04-23,57821,4,114,2008,88.0653922065866,0.0184,140.002837914343,"warm",42,"spring"
2008-04-24,57822,4,115,2008,90.8970768434543,0.0049,38.4821864524448,"warm",43,"spring"
2008-04-25,57823,4,116,2008,90.8970768434543,0.0048,37.6968357085174,"warm",44,"spring"
2008-04-26,57824,4,117,2008,87.7822237428998,0.0038,28.8206596992689,"warm",45,"spring"
2008-04-27,57825,4,118,2008,75.6059798043685,0.0033,21.5567769618215,"warm",NA,"spring"
2008-04-28,57826,4,119,2008,67.9604312848256,0.00266444078043419,15.6450134509504,"warm",NA,"spring"
2008-04-29,57827,4,120,2008,77.8713275138627,0.00291663330354351,19.6233500636418,"warm",NA,"spring"
2008-04-30,57828,4,121,2008,80.4198436870437,0.00264465679755628,18.3758013733265,"warm",NA,"spring"
2008-05-01,57829,5,122,2008,90.3307399160808,0.0025150754868184,19.6290976034105,"warm",NA,"spring"
2008-05-02,57830,5,123,2008,98.2594568993104,0.00216469112587317,18.3773987466959,"warm",NA,"spring"
2008-05-03,57831,5,124,2008,129.691156368542,0.0023,25.7722265935567,"warm",NA,"spring"
2008-05-04,57832,5,125,2008,156.308991955099,0.0023,31.0617228813173,"warm",NA,"spring"
2008-05-05,57833,5,126,2008,174.714942094739,0.00326850770047796,49.3393363452187,"warm",NA,"spring"
2008-05-06,57834,5,127,2008,144.132748016568,0.0036,44.8310499430732,"warm",NA,"spring"
2008-05-07,57835,5,128,2008,109.586195446781,0.0027,25.5642676738252,"warm",NA,"spring"
2008-05-08,57836,5,129,2008,70.7921159216934,0.0016,9.7863021050149,"warm",NA,"spring"
2008-05-09,57837,5,130,2008,89.4812345250204,0.0099,76.5386687633215,"warm",NA,"spring"
2008-05-10,57838,5,131,2008,188.307028351704,0.0205,333.529408616539,"warm",NA,"spring"
2008-05-11,57839,5,132,2008,247.772405725927,0.0138,295.423994795137,"warm",NA,"spring"
2008-05-12,57840,5,133,2008,281.186284440966,0.0464761522626566,1129.11464763495,"warm",NA,"spring"
2008-05-13,57841,5,134,2008,396.435849161483,0.0671,2298.31304936275,"warm",NA,"spring"
2008-05-14,57842,5,135,2008,385.109110614012,0.0997,3317.36068755795,"warm",NA,"spring"
2008-05-15,57843,5,136,2008,319.980363966054,0.0881,2435.63933365137,"warm",NA,"spring"
2008-05-16,57844,5,137,2008,258.815975809711,0.0974,2178.02961019001,"warm",NA,"spring"
2008-05-17,57845,5,138,2008,339.802156424128,0.1004,2947.63419403049,"warm",NA,"spring"
2008-05-18,57846,5,139,2008,339.802156424128,0.0877,2574.77608382942,"warm",NA,"spring"
2008-05-19,57847,5,140,2008,241.542699524818,0.0868608510961086,1812.72422506556,"warm",NA,"spring"
2008-05-20,57848,5,141,2008,182.077322150595,0.0826,1299.42030035283,"warm",NA,"spring"
2008-05-21,57849,5,142,2008,144.982253407628,0.0846,1059.73908234785,"warm",NA,"spring"
2008-05-22,57850,5,143,2008,87.2158868155262,0.0874,658.598559063292,"warm",NA,"spring"
2008-05-23,57851,5,144,2008,90.3307399160808,0.0779,607.976464849576,"warm",NA,"spring"
2008-05-24,57852,5,145,2008,67.3940943574521,0.0833,485.043384381906,"warm",NA,"spring"
2008-05-25,57853,5,146,2008,62.580230474777,0.0628,339.555324137702,"warm",NA,"spring"
2008-05-26,57854,5,147,2008,58.6158719831621,0.0188419706300332,95.4234897143495,"warm",NA,"spring"
2008-05-27,57855,5,148,2008,48.9881442178118,0.00220546697038724,9.33480581871893,"warm",NA,"spring"
2008-05-28,57856,5,149,2008,44.7406172625102,0.0021,8.11773759610985,"warm",NA,"spring"
2008-05-29,57857,5,150,2008,52.9525027094267,7e-04,3.20256736386612,"warm",NA,"spring"
2008-05-30,57858,5,151,2008,47.2891334356912,0.0014,5.72009358038121,"warm",NA,"spring"
2008-05-31,57859,5,152,2008,78.1544959775495,3e-04,2.02576453573808,"warm",NA,"spring"
2008-06-01,57860,6,153,2008,515.366603909928,0.000332193014043932,14.7917824263727,"warm",NA,"spring"
2008-06-02,57861,6,154,2008,458.732911172573,0.0429825821237586,1703.59416236269,"warm",NA,"spring"
2008-06-03,57862,6,155,2008,317.148679329186,0.107301035502959,2940.22497891608,"warm",NA,"spring"
2008-06-04,57863,6,156,2008,267.594198184001,0.112498714518075,2600.98588582806,"warm",NA,"spring"
2008-06-05,57864,6,157,2008,269.576377429808,0.1073,2499.16711376607,"warm",NA,"spring"
2008-06-06,57865,6,158,2008,255.701122709157,0.1097,2423.5556971272,"warm",NA,"spring"
2008-06-07,57866,6,159,2008,207.279315418718,0.1024,1833.87472406295,"warm",NA,"spring"
2008-06-08,57867,6,160,2008,151.778296536111,0.1003,1315.29857551821,"warm",NA,"spring"
2008-06-09,57868,6,161,2008,112.417880083649,0.0881643770834949,856.332204821737,"warm",NA,"spring"
2008-06-10,57869,6,162,2008,130.823830223289,0.0738,834.174605129365,"warm",NA,"spring"
2008-06-11,57870,6,163,2008,421.921010893293,0.104535518061865,3810.73519770475,"warm",NA,"spring"
2008-06-12,57871,6,164,2008,319.980363966054,0.0915,2529.63676537004,"warm",NA,"spring"
2008-06-13,57872,6,165,2008,216.057537793008,0.1087,2029.14325653984,"warm",NA,"spring"
2008-06-14,57873,6,166,2008,210.67733698296,0.10722093798159,1951.69147339188,"warm",NA,"spring"
2008-06-15,57874,6,167,2008,242.392204915878,0.112810386175917,2362.55255215997,"warm",NA,"spring"
2008-06-16,57875,6,168,2008,182.926827541656,0.117744701441982,1860.94062961527,"warm",NA,"spring"
2008-06-17,57876,6,169,2008,147.813938044496,0.1239,1582.34229420881,"warm",NA,"spring"
2008-06-18,57877,6,170,2008,112.984217011023,0.1186,1157.75379108063,"warm",NA,"spring"
2008-06-19,57878,6,171,2008,70.5089474580066,0.1186,722.508004960093,"warm",NA,"spring"
2008-06-20,57879,6,172,2008,57.2000296647283,0.12,593.049907563903,"warm",NA,"spring"
2008-06-21,57880,6,173,2008,43.6079434077631,0.121,455.894883562119,"warm",NA,"spring"
2008-06-22,57881,6,174,2008,47.8554703630647,0.1789,739.700091183077,"warm",NA,"spring"
2008-06-23,57882,6,175,2008,66.8277574300786,0.098119557195572,566.534301184432,"warm",NA,"spring"
2008-06-24,57883,6,176,2008,66.261420502705,0.0923,528.416275311332,"warm",NA,"spring"
2008-06-25,57884,6,177,2008,65.6950835753315,0.0834,473.383005423781,"warm",NA,"spring"
2008-06-26,57885,6,178,2008,165.653551256763,0.0907,1298.14074135259,"warm",NA,"spring"
2008-06-27,57886,6,179,2008,438.911118714499,0.0888849358974359,3370.68748669912,"warm",NA,"spring"
2008-06-28,57887,6,180,2008,368.119002792806,0.1013,3221.89531052353,"warm",NA,"spring"
2008-06-29,57888,6,181,2008,348.297210334731,0.0999766129032258,3008.58411221933,"warm",NA,"spring"
2008-06-30,57889,6,182,2008,218.039717038816,0.093543091116848,1762.22382779984,"warm",NA,"spring"
2008-07-01,57890,7,183,2008,173.299099776305,0.1026,1536.23413184103,"warm",NA,"fall"
2008-07-02,57891,7,184,2008,118.930754748445,0.1152,1183.7511026226,"warm",NA,"fall"
